facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Facultatea de Ştiinţe Agricole, Industrie Alimentară şi Protecţia Mediului;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;30;N/A;N/A;3.000 lei;Biotehnologii pentru industria alimentară;Public;Autorizat;Biotehnologii pentru industria alimentară;Biotehnologii;Științe Agricole;Dosar;0;30
Facultatea de Ştiinţe Agricole, Industrie Alimentară şi Protecţia Mediului;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;36;N/A;N/A;3.600 lei;Ingineria produselor alimentare;Public;Acreditat;Ingineria produselor alimentare;Ingineria produselor alimentare;Științe Agricole;Dosar;20;16
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;100;N/A;N/A;2.900 lei;Management (ID);Public;Acreditat;Management;Management;Științe Economice;Dosar;0;100
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;71;N/A;N/A;3.300 lei;Management;Public;Acreditat;Management;Management;Științe Economice;Dosar;34;37
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;25;N/A;N/A;3.300 lei;Marketing;Public;Autorizat;Marketing;Marketing;Științe Economice;Dosar;10;15
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;25;N/A;N/A;2.800 lei;Istorie;Public;Acreditat;Istorie;Istorie;Științe Umaniste;Dosar;17;8
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;42;N/A;N/A;2.500 lei;Ştiinţe politice;Public;Acreditat;Ştiinţe politice;Ştiinţe politice;Științe Politice și Comunicare;Dosar;22;20
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;75;N/A;N/A;2.800 lei;Pedagogia învatamântului primar si prescolar (ID);Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;0;75
Facultatea de Ştiinţe Sociale şi Administrative;Universitatea "Nicolae Titulescu" din Bucureşti;Bucuresti, Bucuresti;75;N/A;N/A;2.000 lei;Relaţii internaţionale şi studii europene;Public;Acreditat;Relaţii internaţionale şi studii europene;Relații internaționale și studii europene;Științe Politice și Comunicare;Dosar;0;75
Facultatea de Ştiinţe Economice;Universitatea "Nicolae Titulescu" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.000 lei;Administrarea afacerilor;Public;Autorizat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Dosar;0;0
Facultatea de Drept;Universitatea "Nicolae Titulescu" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.000 lei;Drept;Public;Acreditat;Drept;Drept;Științe Juridice;Dosar;0;0
Facultatea de Ştiinţe Economice;Universitatea "Nicolae Titulescu" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.000 lei;Contabilitate şi informatică de gestiune;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;0;0
Facultatea de Drept;Universitatea "Nicolae Titulescu" din Bucureşti;Bucuresti, Bucuresti;200;N/A;N/A;2.000 lei;Drept european şi internaţional;Public;Acreditat;Drept european și internațional;Drept;Științe Juridice;Dosar;0;200
Facultatea de Ştiinţe Sociale şi Administrative;Universitatea "Nicolae Titulescu" din Bucureşti;Bucuresti, Bucuresti;150;N/A;N/A;2.000 lei;Administraţie publică;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Dosar;0;150
Facultatea de Litere;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;60;8.04;N/A;3.500 lei;Limba şi literatura engleză - O limbă şi literatură modernă (italiană/franceză);Public;Autorizat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Examen;12;48
Facultatea de Litere;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;36;6.70;0.53;3.500 lei;Studii americane (în limba engleză);Public;Acreditat;Studii americane;Studii culturale;Științe Umaniste;Examen;18;18
Facultatea de Teologie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;N/A;N/A;2.800 lei;Teologie ortodoxă asistenţă socială;Public;Acreditat;Teologie asistenţă socială;Teologie;Teologie;Examen;15;35
Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;15;7.63;3.33;3.600 lei;Ecologie şi protecţia mediului;Public;Acreditat;Ecologie şi protecţia mediului;Ştiinţa mediului;Științe ale Naturii;Dosar;15;0
Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;N/A;N/A;N/A;3.600 lei;Agricultură - ifr;Public;Acreditat;Agricultură;Agronomie;Științe Agricole;Dosar;0;0
Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;45;7.46;0.80;3.350 lei;Geografie;Public;Acreditat;Geografie;Geografie;Științe ale Naturii;Dosar;15;30
Facultatea de Drept și Ştiinţe Administrative;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;8.05;N/A;2.600 lei;Asistenţă managerială şi administrativă;Public;Acreditat;Asistenţă managerială şi secretariat;Ştiinţe administrative;Științe Politice și Comunicare;Dosar;6;44
Facultatea de Drept și Ştiinţe Administrative;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;N/A;N/A;2.600 lei;Administraţie Publică (IFR);Public;Acreditat;Drept;Drept;Științe Juridice;Dosar;0;50
Facultatea de Educaţie Fizică şi Sport;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;60;9.06;1.07;3.500 lei;Kinetoterapie și motricitate specială;Public;Acreditat;Kinetoterapie şi motricitate specială;Kinetoterapie;Ştiinţa Sportului şi Educaţiei Fizice;Examen;10;50
Facultatea de Matematică şi Informatică;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;250;8.27;0.87;3.600 lei;Informatică;Public;Acreditat;Informatică;Informatică;Științe Exacte;Dosar;160;90
Facultatea de Matematică şi Informatică;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;8.19;0.96;3.100 lei;Matematică;Public;Acreditat;Matematică;Matematică;Științe Exacte;Dosar;25;25
Facultatea de Ştiinţe Economice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;88;7.75;0.47;3.200 lei;Finanțe și bănci;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Dosar;19;69
Facultatea de Ştiinţe Economice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;88;6.15;0.31;3.200 lei;Economia firmei;Public;Autorizat;Economia firmei;Administrarea afacerilor;Științe Economice;Dosar;19;69
Facultatea de Medicină;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;100;7.69;0.88;3.500 lei;Asistenţă medicală generală;Public;Acreditat;Asistenţă medicală generală;Medicină;Medicină;Examen;5;95
Facultatea de Inginerie Mecanică, Industrială şi Maritimă;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;60;5.96;0.50;3.200 lei;Ingineria sudării;Public;Acreditat;Ingineria sudării;Inginerie industrială;Științe Inginerești;Dosar;40;20
Facultatea de Inginerie Mecanică, Industrială şi Maritimă;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;75;N/A;0.15;3.200 lei;Inginerie economică în domeniul mecanic (IFR);Public;Acreditat;Inginerie economică în domeniul mecanic;Inginerie și management;Științe Inginerești;Dosar;0;75
Facultatea de Arte;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;10;6.83;1.30;6.000 lei;Artele spectacolului (actorie);Public;Acreditat;Artele spectacolului;Teatru şi artele spectacolului;Arte, Arhitectură și Urbanism ;Examen;10;0
Facultatea de Psihologie şi Ştiinţele Educaţiei;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;59;7.48;1.44;2.900 lei;Asistență socială;Public;Acreditat;Asistenţă socială;Asistenţă socială;Științe Sociale și Psihologie;Dosar;20;39
Facultatea de Litere;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;24;N/A;N/A;3.500 lei;Limba şi literatura franceză - O limbă şi literatură modernă (italiană/engleza/germana/turca);Public;Acreditat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Examen;10;14
Facultatea de Drept și Ştiinţe Administrative;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;58;8.61;N/A;2.800 lei;Administraţie publică;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Dosar;7;51
Facultatea de Educaţie Fizică şi Sport;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;N/A;0.60;3.300 lei;Educație fizică și sportivă (IFR);Public;Acreditat;Educaţie fizică şi sportivă;Educaţie fizică şi sport;Ştiinţa Sportului şi Educaţiei Fizice;Examen;0;50
Facultatea de Științe Aplicate și Inginerie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;30;6.23;0.33;4.500 lei;Fizică tehnologică;Public;Acreditat;Fizică tehnologică;Științe inginerești aplicate;Științe Inginerești;Dosar;17;13
Facultatea de Ştiinţe Economice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;87;7.20;0.33;3.200 lei;Marketing;Public;Acreditat;Marketing;Marketing;Științe Economice;Dosar;19;68
Facultatea de Inginerie Mecanică, Industrială şi Maritimă;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;40;N/A;0.90;3.200 lei;Autovehicule rutiere (IFR);Public;Acreditat;Autovehicule rutiere;Ingineria autovehiculelor;Științe Inginerești;Dosar;0;40
Facultatea de Construcţii;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;N/A;N/A;N/A;3.300 lei;Construcții civile, industriale și agricole;Public;Acreditat;Inginerie civilă;Inginerie civilă;Științe Inginerești;Dosar;0;0
Facultatea de Arte;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;11;6.16;1.36;5.500 lei;Pedagogia artelor plastice şi decorative;Public;Acreditat;Pedagogia artelor plastice şi decorative;Arte vizuale;Arte, Arhitectură și Urbanism ;Examen;11;0
Facultatea de Psihologie şi Ştiinţele Educaţiei;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;99;9.11;0.55;3.300 lei;Psihologie;Public;Acreditat;Psihologie;Psihologie;Științe Sociale și Psihologie;Dosar;21;78
Facultatea de Teologie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;98;7.36;0.92;3.000 lei;Teologie ortodoxă pastorală;Public;Acreditat;Teologie pastorală;Teologie;Teologie;Examen;28;70
Facultatea de Litere;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;71;7.46;0.28;3.500 lei;Jurnalism;Public;Acreditat;Jurnalism;Ştiinţe ale comunicării;Științe Politice și Comunicare;Examen;16;55
Facultatea de Istorie şi Ştiinţe Politice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;40;7.80;0.38;3.000 lei;Ştiinţe politice;Public;Acreditat;Ştiinţe politice;Ştiinţe politice;Științe Politice și Comunicare;Dosar;16;24
Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;40;8.05;1.75;3.350 lei;Geografia turismului;Public;Autorizat;Geografia turismului;Geografie;Științe ale Naturii;Dosar;15;25
Facultatea de Educaţie Fizică şi Sport;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;48;9.66;1.17;3.300 lei;Sport şi performanţă motrică;Public;Autorizat;Sport şi performanţă motrică;Educaţie fizică şi sport;Ştiinţa Sportului şi Educaţiei Fizice;Examen;19;29
Facultatea de Matematică şi Informatică;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;100;N/A;N/A;3.100 lei;Matematică Informatică;Public;Acreditat;Matematică informatică;Matematică;Științe Exacte;Dosar;60;40
Facultatea de Ştiinţe Economice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;N/A;0.30;3.000 lei;Economia Comerțului, Turismului și Serviciilor (ID);Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Dosar;0;50
Facultatea de Medicină Dentară;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;8.38;4.00;7.000 lei;Medicină dentară;Public;Acreditat;Medicină dentară ;Medicină dentară;Medicină;Examen;30;20
Facultatea de Medicină;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;230;8.52;2.23;7.000 lei;Medicină;Public;Acreditat;Medicină;Medicină;Medicină;Examen;130;100
Facultatea de Medicină;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;7.22;1.24;N/A;Balneofiziokinetoterapie şi recuperare;Public;Acreditat;Balneofiziokinetoterapie şi recuperare;Medicină;Medicină;Examen;16;34
Facultatea de Inginerie Mecanică, Industrială şi Maritimă;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;80;5.96;0.50;3.200 lei;Instalații și echipamente portuare și marine;Public;Acreditat;Inginerie şi management naval şi portuar;Inginerie și management;Științe Inginerești;Dosar;50;30
Facultatea de Farmacie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;70;6.97;1.43;700 lei;Farmacie;Public;Acreditat;Farmacie ;Farmacie;Medicină;Examen;27;43
Facultatea de Inginerie Mecanică, Industrială şi Maritimă;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;130;7.06;0.46;3.200 lei;Sisteme şi echipamente navale;Public;Acreditat;Sisteme şi echipamente navale;Arhitectură navală;Științe Inginerești;Dosar;75;55
Facultatea de Psihologie şi Ştiinţele Educaţiei;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;80;8.61;1.74;3.300 lei;Pedagogia învăţământului primar şi preşcolar;Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;25;55
Facultatea de Arte;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;10;7.50;0.80;6.000 lei;Artele spectacolului (coregrafie);Public;Autorizat;Artele spectacolului;Teatru şi artele spectacolului;Arte, Arhitectură și Urbanism ;Examen;5;5
Facultatea de Teologie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;6.11;0.40;2.800 lei;Teologie ortodoxă didactică;Public;Acreditat;Teologie didactică;Teologie;Teologie;Examen;15;35
Facultatea de Litere;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;84;8.85;1.07;3.500 lei;Limba şi literatura română - O limbă şi literatură modernă (engleză, italiană, germană, turcă, franceză);Public;Acreditat;Limba şi literatura română;Limbă şi literatură;Științe Umaniste;Examen;32;52
Facultatea de Istorie şi Ştiinţe Politice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;34;6.95;1.24;3.000 lei;Istorie;Public;Acreditat;Istorie;Istorie;Științe Umaniste;Dosar;16;18
Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;N/A;N/A;N/A;3.600 lei;Agricultură;Public;Acreditat;Agricultură;Agronomie;Științe Agricole;Dosar;0;0
Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;N/A;6.23;N/A;3.600 lei;Horticultură;Public;Acreditat;Horticultură;Horticultură;Științe Agricole;Dosar;0;0
Facultatea de Drept și Ştiinţe Administrative;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;9.31;N/A;3.000 lei;Poliţie locală;Public;Acreditat;Poliţie locală;Ştiinţe administrative;Științe Politice și Comunicare;Dosar;7;43
Facultatea de Drept și Ştiinţe Administrative;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;75;N/A;0.88;2.800 lei;Drept (IFR);Public;Acreditat;Drept;Drept;Științe Juridice;Dosar;0;75
Facultatea de Științe Aplicate și Inginerie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;30;7.20;0.63;4.500 lei;Chimie alimentară şi tehnologii biochimice;Public;Autorizat;Chimie alimentară şi tehnologii biochimice;Inginerie chimică;Științe Inginerești;Dosar;9;21
Facultatea de Științe Aplicate și Inginerie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;40;6.06;0.80;4.500 lei;Chimie;Public;Acreditat;Chimie;Chimie;Științe Exacte;Dosar;17;23
Facultatea de Ştiinţe Economice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;87;8.50;0.71;3.200 lei;Contabilitate și informatică de gestiune;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;19;68
Facultatea de Ştiinţe Economice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;86;7.87;0.63;3.200 lei;Management;Public;Acreditat;Management;Management;Științe Economice;Dosar;19;67
Facultatea de Ştiinţe Economice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;N/A;0.18;3.000 lei;Finanțe și bănci (ID);Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Dosar;0;50
Facultatea de Ştiinţe Economice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;N/A;0.40;3.000 lei;Afaceri internaționale (ID);Public;Acreditat;Afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Dosar;0;50
Facultatea de Științe Aplicate și Inginerie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;40;N/A;N/A;4.500 lei;Chimie medicala;Public;Autorizat;Chimie medicală;Chimie;Științe Exacte;Dosar;17;23
Facultatea de Medicină Dentară;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;50;8.92;1.36;4.500 lei;Tehnică Dentară;Public;Acreditat;Tehnică dentară;Medicină dentară;Medicină;Examen;13;37
Facultatea de Ştiinţe Economice;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;90;6.33;N/A;2.200 lei;Administrarea afacerilor (în limba engleză);Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Dosar;19;71
Facultatea de Inginerie Mecanică, Industrială şi Maritimă;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;56;6.65;1.25;3.200 lei;Energetică industrială;Public;Acreditat;Energetică industrială;Inginerie energetică;Științe Inginerești;Dosar;37;19
Facultatea de Farmacie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;10;7.35;2.40;3.500 lei;Asistenţă de farmacie;Public;Acreditat;Asistenţă de farmacie;Farmacie;Medicină;Examen;10;0
Facultatea de Construcţii;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;N/A;N/A;N/A;3.300 lei;Amenajări și construcții hidrotehnice;Public;Acreditat;Amenajări şi construcţii hidrotehnice;Inginerie civilă;Științe Inginerești;Dosar;0;0
Facultatea de Psihologie şi Ştiinţele Educaţiei;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;60;7.36;0.88;2.900 lei;Psihopedagogie specială;Public;Acreditat;Psihopedagogie specială;Științe ale educației;Științe Politice și Comunicare;Dosar;20;40
Facultatea de Litere;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;110;8.28;0.64;3.500 lei;Limba şi literatura engleză - Limba şi literatura modernă (germană/turcă/franceză/italiană);Public;Autorizat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Examen;35;75
Facultatea de Litere;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;75;N/A;0.20;3.300 lei;Limba şi literatura română - O limbă şi literatură modernă (engleză, italiană);Public;Acreditat;Limba şi literatura română;Limbă şi literatură;Științe Umaniste;Examen;0;75
Facultatea de Teologie;Universitatea "Ovidius" din Constanţa;Constanta, Constanta;40;6.01;0.33;5.000 lei;Muzică religioasă;Public;Autorizat;Muzică religioasă;Muzică;Arte, Arhitectură și Urbanism ;Examen;30;10
